,Address,Bedrooms,Bathrooms,Rent,Total Area,Price per sqft,Type of house,Transit Score
426,"917 S Loomis St 917 S Loomis St,Chicago,IL60607–Little Italy",5.0,2.0,1550,900.0,1.7222222222222223,Other,71
428,"235 W Van Buren St 235 W Van Buren St,Chicago,IL60607–Chicago Loop",2.0,2.0,2400,100.0,24.0,Single Family,100
429,"124 W Polk St Unit 219 Chicago,IL60605–South Loop",1.0,1.0,1914,550.0,3.48,Single Family,100
431,"177 N Ada St 177 N Ada St,Chicago,IL60607–Fulton Market",2.0,2.0,2000,500.0,4.0,Single Family,71
432,"414 S La Salle St Unit 1 Chicago,IL60605–Chicago Loop",1.0,1.0,2139,602.0,3.553156146179402,Single Family,100
433,"727 West Madison 727 W Madison St,Chicago,IL60661–West Loop",3.0,3.0,2115,490.0,4.316326530612245,Other,93
434,"235 W Van Buren St Unit 2122 Chicago,IL60607–Chicago Loop",2.0,2.0,2400,1100.0,2.1818181818181817,Single Family,100
435,"125 N Halsted St Unit 1 Chicago,IL60661–Fulton Market",1.0,1.0,2117,488.0,4.338114754098361,Single Family,90
436,"354 N Union Ave Unit Deluxe Two Bedroom Suite #2.1341711 Chicago,IL60661–West Loop",2.0,2.0,16500,1000.0,16.5,Single Family,86
437,"354 N Union Ave Unit Junior Two Bedroom Suite #4.1341702 Chicago,IL60661–West Loop",2.0,2.0,14400,750.0,19.2,Single Family,86
438,"336 S Wells St Unit 1303 Chicago,IL60606–Chicago Loop",1.0,1.0,1995,464.0,4.299568965517241,Single Family,100
440,"1340 W Hubbard St Unit 2 Chicago,IL60642–West Loop",2.0,2.0,3100,1500.0,2.066666666666667,Single Family,73
441,"1034 S Racine Ave Unit 101 Chicago,IL60607–Little Italy",4.0,2.0,3500,1600.0,2.1875,Other,71
442,"730 W Couch Pl Unit 2002.479919 Chicago,IL60661–Fulton Market",1.0,1.0,3176,639.0,4.970266040688576,Single Family,91
443,"235 W Van Buren St Unit 2122 Chicago,IL60607–Chicago Loop",2.0,2.0,2400,1100.0,2.1818181818181817,Single Family,100
445,"720 S Clark St 720 S Clark St,Chicago,IL60605–South Loop",3.0,3.0,1679,560.0,2.998214285714285,Other,100
446,"601 Jackson Blvd Unit CONV Chicago,IL60661–West Loop",1.0,1.0,2284,501.0,4.558882235528942,Single Family,97
449,"1000 W Adams St Unit 709 Chicago,IL60607–West Loop",2.0,2.0,3200,1436.0,2.2284122562674096,Single Family,83
450,"1030 W Van Buren St 1030 W Van Buren St,Chicago,IL60607–West Loop",2.0,2.0,1995,500.0,3.99,Single Family,83
452,"611 S Wells St Unit 2006 Chicago,IL60607–South Loop",2.0,2.0,2950,1140.0,2.587719298245614,Single Family,100
453,"720 S Clark St Unit 2 Chicago,IL60605–South Loop",1.0,1.0,2500,700.0,3.571428571428572,Single Family,100
454,"648 W 16th St Chicago,IL60616–Pilsen",3.0,2.5,3500,1800.0,1.9444444444444444,Other,65
455,"1446 W Lexington St 1446 W Lexington St,Chicago,IL60607–Little Italy",2.0,1.0,2300,1100.0,2.090909090909091,Single Family,71
456,"Gateway West Loop 11 S Green St,Chicago,IL60607–West Loop",2.0,2.0,2087,399.0,5.230576441102757,Single Family,90
457,"1364 W Randolph St Unit 3D Chicago,IL60607–Fulton Market",1.0,1.0,2295,600.0,3.825,Single Family,72
458,"730 W Couch Pl Unit FL7-ID781 Chicago,IL60661–Fulton Market",2.0,2.0,4500,1013.0,4.442250740375124,Single Family,90
459,"1035 W Van Buren St Unit FL11-ID524 Chicago,IL60607–West Loop",1.0,1.0,2930,750.0,3.9066666666666663,Single Family,80
460,"Fulbrix 160 N Elizabeth St,Chicago,IL60607–Fulton Market",3.0,2.0,2354,538.0,4.37546468401487,Other,73
461,"1100 W Polk St 1100 W Polk St,Chicago,IL60607–University Village",5.0,3.0,6000,1850.0,3.2432432432432434,Other,75
462,"1222 W Jackson Blvd Unit 1005 Chicago,IL60607–West Loop",2.0,2.0,3674,1041.0,3.5292987512007685,Single Family,77
463,"1140 N Wells St Unit Deluxe Two Bedroom Suite #6.1341698 Chicago,IL60610–South Loop",2.0,2.0,16500,1000.0,16.5,Single Family,97
464,"1140 N Wells St Unit Deluxe One Bedroom Suite #2.1341665 Chicago,IL60610–South Loop",1.0,1.0,12000,700.0,17.142857142857142,Single Family,97
465,"235 W Van Buren St Unit #2122 Chicago,IL60607–Chicago Loop",2.0,2.0,2400,9999.0,0.24002400240024,Single Family,100
467,"235 W Van Buren St Unit 2122 Chicago,IL60607–Chicago Loop",2.0,2.0,2400,1100.0,2.1818181818181817,Single Family,100
468,"839 W Madison St 839 W Madison St,Chicago,IL60607–West Loop",2.0,2.0,2500,561.0,4.45632798573975,Single Family,83
469,"611 S Wells St Unit 2701 Chicago,IL60607–South Loop",1.0,1.0,2200,1000.0,2.2,Single Family,100
470,"1140 N Wells St Unit Level Suite #4.1341681 Chicago,IL60610–South Loop",1.0,1.0,10500,560.0,18.75,Single Family,97
472,"730 W Couch Pl Unit 1708.226632 Chicago,IL60661–Fulton Market",1.0,1.0,2745,686.0,4.001457725947522,Single Family,91
473,"732 S Financial Pl Unit 000506 Chicago,IL60605–South Loop",1.0,1.0,1900,1000.0,1.9,Single Family,100
474,"Circa 922 922 W Washington Blvd,Chicago,IL60607–Fulton Market",2.0,1.5,2596,755.0,3.43841059602649,Single Family,85
476,"701 W Jackson Blvd Unit 302B Chicago,IL60661–West Loop",1.0,1.0,2600,1180.0,2.2033898305084745,Single Family,94
477,"SCIO AT THE MEDICAL DISTRICT 901 S Ashland Ave,Chicago,IL60607–Little Italy",2.0,2.0,1825,553.0,3.3001808318264017,Single Family,70
478,"1224 W Van Buren St 1224 W Van Buren St,Chicago,IL60607–West Loop",2.0,1.0,2400,900.0,2.6666666666666665,Single Family,74
479,"1325 W Randolph St Unit 1 Chicago,IL60607–Fulton Market",1.0,1.0,2372,618.0,3.838187702265372,Single Family,71
482,"842 W Adams St Unit 3 Chicago,IL60607–West Loop",2.0,1.5,2495,900.0,2.772222222222222,Single Family,88
483,"100 S Ashland Ave Unit 211 Chicago,IL60607–Near West Side",1.0,1.0,1950,850.0,2.294117647058824,Single Family,75
484,"740 W Fulton St Chicago,IL60661–Fulton Market",2.0,2.0,3600,1400.0,2.571428571428572,Single Family,86
485,"1140 N Wells St Unit Junior Two Bedroom Suite #5.1341689 Chicago,IL60610–South Loop",2.0,2.0,14400,850.0,16.941176470588236,Single Family,97
486,"611 S Wells St Unit 2701 Chicago,IL60607–South Loop",1.0,1.0,2200,100.0,22.0,Single Family,100
487,"933 W Van Buren St Unit 309 Chicago,IL60607–West Loop",2.0,2.0,2799,1300.0,2.153076923076923,Single Family,82
488,"365 N Halsted St Unit 3109.703914 Chicago,IL60654–West Loop",3.0,2.0,6198,1515.0,4.091089108910891,Other,86
489,"123 S Green St Unit 402B Chicago,IL60607–West Loop",1.0,1.0,2550,900.0,2.833333333333333,Single Family,90
492,"1140 N Wells St Unit Deluxe One Bedroom Suite #1.1341664 Chicago,IL60610–South Loop",1.0,1.0,12000,700.0,17.142857142857142,Single Family,97
494,"948 W Madison St Unit 5NW Chicago,IL60607–West Loop",2.0,2.0,3200,1025.0,3.1219512195121952,Single Family,84
495,"842 W Adams St Unit 3 Chicago,IL60607–West Loop",2.0,1.5,2495,1900.0,1.313157894736842,Single Family,88
496,"355 N Halsted St 355 N Halsted St,Chicago,IL60661–West Loop",2.0,2.0,2088,513.0,4.0701754385964914,Single Family,86
497,"843 W Adams St 843 W Adams St,Chicago,IL60607–West Loop",2.0,2.0,3350,1000.0,3.35,Single Family,88
499,"235 W Van Buren St 235 W Van Buren St,Chicago,IL60607–Chicago Loop",2.0,2.0,1975,817.0,2.4173806609547124,Single Family,100
500,"1140 N Wells St Unit Junior Two Bedroom Suite #6.1341691 Chicago,IL60610–South Loop",2.0,2.0,14400,850.0,16.941176470588236,Single Family,97
502,"16 S Aberdeen St Chicago,IL60607–West Loop",3.0,2.0,5000,2200.0,2.272727272727273,Other,79
503,"1400 W Monroe St Unit 6E Chicago,IL60607–West Loop",3.0,2.5,7000,1896.0,3.691983122362869,Other,75
504,"354 N Union Ave Unit Deluxe Two Bedroom Suite #1.1341705 Chicago,IL60661–West Loop",2.0,2.0,16500,1000.0,16.5,Single Family,86
505,"6 S Laflin St 6 S Laflin St,Chicago,IL60607–West Loop",2.0,1.0,2300,700.0,3.2857142857142856,Single Family,76
506,"737 W Washington Blvd Unit 3208 Chicago,IL60661–Fulton Market",2.0,2.0,4800,1722.0,2.787456445993032,Single Family,92
507,"801 W Adams St 801 W Adams St,Chicago,IL60607–West Loop",2.0,2.0,2430,683.0,3.5578330893118597,Single Family,90
509,"330 S Wells St Unit FL13-ID200 Chicago,IL60606–Chicago Loop",1.0,1.0,2920,604.0,4.834437086092716,Single Family,100
510,"1327 W Washington Blvd Unit 3G Chicago,IL60607–Fulton Market",2.0,1.25,3500,1700.0,2.0588235294117645,Single Family,73
511,"725 S Wells St 725 S Wells St,Chicago,IL60607–South Loop",1.0,1.0,1890,560.0,3.375,Single Family,100
512,"330 S Wells St Unit FL14-ID220 Chicago,IL60606–Chicago Loop",1.0,1.0,2940,600.0,4.9,Single Family,100
515,"2 br, 2 bath Condo - 235 W Van Buren St 235 W Van Buren St,Chicago,IL60607–Chicago Loop",2.0,2.0,2400,1100.0,2.1818181818181817,Single Family,100
516,"1518 W Monroe St Unit A204 Chicago,IL60607–West Loop",1.0,1.0,1575,357.0,4.411764705882353,Single Family,76
517,"1300 W Jackson Blvd 1300 W Jackson Blvd,Chicago,IL60607–West Loop",2.0,2.0,2500,800.0,3.125,Single Family,73
519,"310 S Clinton St Unit 2 Chicago,IL60661–West Loop",1.0,1.0,1800,720.0,2.5,Single Family,100
520,"354 N Union Ave Unit Deluxe Two Bedroom Suite #4.1341715 Chicago,IL60661–West Loop",2.0,2.0,16500,1000.0,16.5,Single Family,86
521,"842 W Adams St Unit #  03 Chicago,IL60607–West Loop",2.0,1.5,2495,9999.0,0.2495249524952495,Single Family,88
523,"933 W Van Buren St Unit 816 Chicago,IL60607–West Loop",2.0,2.0,3400,1300.0,2.6153846153846154,Single Family,82
525,"740 W Fulton St Unit 804 Chicago,IL60661–Fulton Market",1.0,1.0,2500,800.0,3.125,Single Family,86
526,"1155 Roosevelt W Rd Unit 408 Chicago,IL60608–University Village",2.0,2.0,2400,1150.0,2.0869565217391304,Single Family,69
527,"2 br, 1 bath Condo - 6 South Laflin Street... 6 S Laflin St,Chicago,IL60607–Fulton Market",2.0,1.0,2375,900.0,2.638888888888889,Single Family,76
528,"Alta Grand Central 221 W Harrison St,Chicago,IL60607–South Loop",3.0,2.5,1812,407.0,4.452088452088452,Other,100
529,"235 W Van Buren St Unit 2122 Chicago,IL60607–Chicago Loop",2.0,2.0,2400,1100.0,2.1818181818181817,Single Family,100
530,"124 W Polk St Unit 902 Chicago,IL60605–South Loop",1.0,1.0,2785,831.0,3.351383874849579,Single Family,100
531,"1446 W Lexington St 1446 W Lexington St,Chicago,IL60607–Little Italy",2.0,1.0,2300,1250.0,1.84,Single Family,71
532,"1140 N Wells St Unit Executive One Bedroom Suite #2.1341673 Chicago,IL60610–South Loop",1.0,1.0,12600,750.0,16.8,Single Family,97
533,"943 W Washington Blvd Unit 1 Chicago,IL60607–Fulton Market",1.0,1.0,2082,484.0,4.301652892561983,Single Family,84
534,"842 W Adams St Unit 3 Chicago,IL60607–West Loop",2.0,1.5,2495,1200.0,2.0791666666666666,Single Family,88
535,"16 S Aberdeen St Chicago,IL60607–West Loop",3.0,2.5,5000,2200.0,2.272727272727273,Other,79
536,"808 W Monroe St Unit 2d Chicago,IL60607–Chicago",1.0,1.0,2375,790.0,3.0063291139240507,Single Family,90
537,"106 S Sangamon St Unit 4S Chicago,IL60607–Chicago",3.0,2.0,6000,2000.0,3.0,Other,86
538,"939 W Washington Blvd Unit B-W409.485824 Chicago,IL60607–Fulton Market",1.0,1.0,2987,486.0,6.146090534979424,Single Family,87
539,"354 N Union Ave Unit Deluxe One Bedroom Suite #5.1341722 Chicago,IL60661–West Loop",1.0,1.0,12000,700.0,17.142857142857142,Single Family,86
540,"420 S Clinton St Unit 118 Chicago,IL60607–West Loop",2.0,1.5,2850,1000.0,2.85,Single Family,98
541,"1140 N Wells St Unit Executive One Bedroom Suite #6.1341677 Chicago,IL60610–South Loop",1.0,1.0,12600,750.0,16.8,Single Family,97
543,"177 N Ada St 177 N Ada St,Chicago,IL60607–Fulton Market",2.0,2.0,2999,740.0,4.052702702702702,Single Family,71
544,"125 S Green St Unit 604A Chicago,IL60607–West Loop",1.0,1.0,3000,3000.0,1.0,Single Family,90
546,"1000 W Adams St Unit 709 Chicago,IL60607–West Loop",2.0,2.0,3200,1436.0,2.2284122562674096,Single Family,83
548,"235 W Van Buren St 235 W Van Buren St,Chicago,IL60607–Chicago Loop",2.0,2.0,2600,1000.0,2.6,Single Family,100
549,"333 N Green St Unit 2 Chicago,IL60607–Fulton Market",1.0,1.0,2028,513.0,3.953216374269006,Single Family,84
551,"Avra West Loop 1125 W Van Buren St,Chicago,IL60607–West Loop",3.0,2.0,2005,470.0,4.26595744680851,Other,78
552,"111 S Morgan St Unit 619 Chicago,IL60607–West Loop",1.0,1.0,2450,800.0,3.0625,Single Family,86
553,"901 S Ashland Ave Unit 02-1115 Chicago,IL60607–University Village",1.0,1.0,1974,624.0,3.1634615384615383,Single Family,70
554,"1201 W Adams St Unit 612 Chicago,IL60607–West Loop",2.0,2.0,3200,1200.0,2.6666666666666665,Single Family,75
555,"1427 W Lexington St Unit 2nd Chicago,IL60607–Little Italy",3.0,1.5,2100,1300.0,1.6153846153846154,Other,72
556,"948 W Madison St 948 W Madison St,Chicago,IL60607–West Loop",2.0,2.0,2421,561.0,4.315508021390374,Single Family,83
557,"601 W Jackson Blvd Unit 1303.470 Chicago,IL60661–West Loop",1.0,1.0,2665,569.0,4.68365553602812,Single Family,97
559,"1335 W Taylor St Unit 4 Chicago,IL60607–Little Italy",4.0,2.0,4000,2200.0,1.818181818181818,Other,69
560,"808 W Van Buren St Unit FL10-ID534 Chicago,IL60607–West Loop",2.0,2.0,4710,1090.0,4.321100917431193,Single Family,88
561,"901 W Madison St Unit 404 Chicago,IL60607–Fulton Market",1.0,1.5,2500,900.0,2.7777777777777777,Single Family,87
562,"1250 W Van Buren St Unit 205 Chicago,IL60607–West Loop",2.0,1.0,2300,100.0,23.0,Single Family,74
563,"333 S Desplaines St Unit 505 Chicago,IL60661–West Loop",1.0,1.0,2300,1000.0,2.3,Single Family,97
564,"1116 W Polk St Unit 1RB Chicago,IL60607–University Village",1.0,1.0,1400,900.0,1.5555555555555556,Single Family,73
565,"1225 W Cottage Plz Chicago,IL60607–West Loop",3.0,3.0,3950,1850.0,2.135135135135135,Other,75
566,"111 W Polk St Unit FL10-ID688 Chicago,IL60605–South Loop",1.0,1.0,3130,752.0,4.162234042553192,Single Family,100
567,"1380 W Randolph St Unit 1 Chicago,IL60607–Fulton Market",1.0,1.0,2359,550.0,4.289090909090909,Single Family,72
568,"700 S Clark St 700 S Clark St,Chicago,IL60605–South Loop",2.0,2.0,2290,735.0,3.1156462585034013,Single Family,100
569,"933 W Van Buren St Unit 816 Chicago,IL60607–West Loop",2.0,2.0,3400,1211.0,2.8075970272502064,Single Family,83
571,"1044 W Fulton Market Chicago,IL60607–Fulton Market",3.0,2.0,4800,1600.0,3.0,Other,79
572,"1131 W Madison St Unit 2f Chicago,IL60607–West Loop",2.0,2.0,4495,1825.0,2.463013698630137,Single Family,79
574,"1335 W Taylor St 1335 W Taylor St,Chicago,IL60607–Little Italy",4.0,2.0,4200,2200.0,1.9090909090909087,Other,69
575,"804 S Loomis St Unit 1 Chicago,IL60607–Little Italy",3.0,1.5,2500,1000.0,2.5,Other,72
576,"1360 W Hubbard St Unit 3W Chicago,IL60642–West Loop",3.0,2.0,5750,1680.0,3.4226190476190474,Other,73
577,"1224 W Jackson Blvd Unit 301 Chicago,IL60607–West Loop",1.0,1.0,2547,731.0,3.484268125854993,Single Family,76
578,"JeffJack Apartments 601 W Jackson Blvd,Chicago,IL60661–West Loop",2.0,2.0,1909,475.0,4.018947368421053,Single Family,98
579,"323 S Racine Ave Unit 3C Chicago,IL60607–West Loop",3.0,3.0,5800,2160.0,2.685185185185185,Other,76
580,"14 N Aberdeen St Chicago,IL60607–West Loop",2.0,2.0,3350,1100.0,3.0454545454545454,Single Family,81
581,"801 S Wells St Unit 404 Chicago,IL60607–South Loop",1.0,1.0,1950,850.0,2.294117647058824,Single Family,100
582,"Porte 855 W Madison St,Chicago,IL60607–West Loop",3.0,2.0,2561,546.0,4.690476190476191,Other,88
583,"720 N Milwaukee Ave Unit 1505 Chicago,IL60642–University Village",3.0,3.0,3800,1152.0,3.298611111111111,Other,78
584,"The Cooper 720 S Wells St,Chicago,IL60607–South Loop",3.0,3.5,2096,451.0,4.647450110864745,Other,100
585,"1440 W Randolph St 1440 W Randolph St,Chicago,IL60607–West Loop",2.0,2.0,2399,900.0,2.665555555555556,Single Family,73
586,"1012 W Randolph Apartments 1012 W Randolph St,Chicago,IL60607–Fulton Market",1.0,1.0,3900,1435.0,2.717770034843205,Single Family,80
587,"501 S Wells St 501 S Wells St,Chicago,IL60607–Chicago Loop",2.0,2.0,1993,560.0,3.5589285714285714,Single Family,100
588,"1035 W Van Buren St Unit FL12-ID755 Chicago,IL60607–West Loop",2.0,1.0,4060,1025.0,3.9609756097560975,Single Family,85
589,"Parq Fulton 1400 W Randolph St,Chicago,IL60607–West Loop",3.0,2.5,2295,527.0,4.354838709677419,Other,73
590,"1327 W Washington Blvd Unit 2a Chicago,IL60607–Fulton Market",2.0,2.0,4999,2000.0,2.4995,Single Family,73
591,"235 W Van Buren St Unit #  02122 Chicago,IL60607–Chicago Loop",2.0,2.0,2400,9999.0,0.24002400240024,Single Family,100
592,"175 N Ada St 175 N Ada St,Chicago,IL60607–Fulton Market",2.0,2.0,1974,600.0,3.29,Single Family,72
593,"16 S Aberdeen St Unit 1 Chicago,IL60607–West Loop",3.0,2.5,5000,2600.0,1.9230769230769231,Other,79
594,"354 N Union Ave Unit Deluxe One Bedroom Suite #4.1341721 Chicago,IL60661–West Loop",1.0,1.0,12000,700.0,17.142857142857142,Single Family,86
595,"900 W Washington Blvd 900 W Washington Blvd,Chicago,IL60607–Fulton Market",2.0,2.0,2000,482.0,4.149377593360996,Single Family,87
596,"1201 W Adams St Unit 00709 Chicago,IL60607–West Loop",1.0,1.0,2300,800.0,2.875,Single Family,75
597,"1140 N Wells St Unit Executive One Bedroom Suite #5.1341676 Chicago,IL60610–South Loop",1.0,1.0,12600,750.0,16.8,Single Family,97
598,"843 W Adams St 843 W Adams St,Chicago,IL60607–West Loop",2.0,2.0,3350,1000.0,3.35,Single Family,88
599,"701 S Wells St 701 S Wells St,Chicago,IL60607–South Loop",2.0,2.5,2024,559.0,3.6207513416815744,Single Family,100
600,"354 N Union Ave Unit Junior Two Bedroom Suite #1.1341699 Chicago,IL60661–West Loop",2.0,2.0,14400,850.0,16.941176470588236,Single Family,86
601,"Roosevelt Square Apartments 1346 W Taylor St,Chicago,IL60607–Little Italy",3.0,2.0,1064,557.0,1.9102333931777375,Other,71
602,"38 S Peoria St 38 S Peoria St,Chicago,IL60607–West Loop",2.0,2.0,2755,725.0,3.8,Single Family,87
603,"330 S Wells St Unit FL15-ID670 Chicago,IL60606–Chicago Loop",1.0,1.0,2820,583.0,4.83704974271012,Single Family,100
604,"1035 W Van Buren St Unit 2704.643 Chicago,IL60607–West Loop",1.0,1.0,2938,600.0,4.8966666666666665,Single Family,80
606,"901 W Madison St Unit 405 Chicago,IL60607–Fulton Market",1.0,1.5,2500,800.0,3.125,Single Family,87
608,"912 W Lake St Unit 05-B Chicago,IL60607–Fulton Market",2.0,1.0,2305,1000.0,2.305,Single Family,83
609,"913 S Miller St Unit 2 Chicago,IL60607–University Village",4.0,2.0,4200,1285.0,3.268482490272373,Other,73
611,"1224 W Van Buren St 1224 W Van Buren St,Chicago,IL60607–West Loop",2.0,1.5,2600,950.0,2.736842105263158,Single Family,74
612,"702 W Fulton St Unit 02 Chicago,IL60661–West Loop",2.0,2.0,3462,1016.0,3.40748031496063,Single Family,86
613,"525 S Wells St Unit 3 Chicago,IL60607–South Loop",1.0,1.0,2590,794.0,3.261964735516373,Single Family,100
614,"1040 W Adams St Unit 02-66 Chicago,IL60607–Fulton Market",1.0,1.0,2700,1050.0,2.571428571428572,Single Family,81
615,"464 N Ashland Ave Unit 3A Chicago,IL60622–West Town",2.0,1.0,2890,984.0,2.936991869918699,Single Family,73
616,"1012 W Randolph St 1012 W Randolph St,Chicago,IL60607–Fulton Market",3.0,3.0,4545,1070.0,4.247663551401869,Other,80
617,"Tailor Lofts 315 S Peoria St,Chicago,IL60607–West Loop",4.0,4.0,1089,359.0,3.033426183844011,Other,87
618,"1394 W Randolph St Chicago,IL60607–Fulton Market",1.0,1.0,2661,720.0,3.695833333333333,Single Family,72
619,"1500 W Monroe St 1500 W Monroe St,Chicago,IL60607–West Loop",2.0,2.0,2450,1000.0,2.45,Single Family,75
620,"1446 W Lexington St Unit 2 Chicago,IL60607–Little Italy",2.0,1.0,2100,800.0,2.625,Single Family,71
621,"16 S Aberdeen St Unit 1 Chicago,IL60607–West Loop",3.0,2.5,5000,1500.0,3.333333333333333,Other,79
622,"630 S Clark St 630 S Clark St,Chicago,IL60605–South Loop",2.0,2.0,2218,735.0,3.017687074829932,Single Family,100
623,"800 S Clark St 800 S Clark St,Chicago,IL60605–South Loop",2.0,2.0,1939,522.0,3.71455938697318,Single Family,100
624,"235 W Van Buren St Unit 2122 Chicago,IL60607–Chicago Loop",2.0,2.0,2400,1100.0,2.1818181818181817,Single Family,100
625,"877 W Madison St Unit 409S Chicago,IL60607–West Loop",1.0,1.0,2953,725.0,4.073103448275862,Single Family,88
626,"111 S Peoria St Unit 602 Chicago,IL60607–West Loop",3.0,4.0,7500,2150.0,3.488372093023256,Other,88
629,"1446 W Lexington St Unit #1 Chicago,IL60607–Little Italy",2.0,1.0,2100,9999.0,0.21002100210021,Single Family,71
630,"1347 W Washington Blvd Unit 3B Chicago,IL60607–Fulton Market",2.0,2.0,2900,1300.0,2.230769230769231,Single Family,73
631,"611 S Wells St 611 S Wells St,Chicago,IL60607–South Loop",2.0,2.5,2100,720.0,2.9166666666666665,Single Family,100
632,"1000 W Washington Blvd Unit 428 Chicago,IL60607–Fulton Market",1.0,2.0,3500,1000.0,3.5,Single Family,82
633,"125 S Green St Unit 501a Chicago,IL60607–West Loop",2.0,2.0,3500,1297.0,2.698535080956052,Single Family,90
634,"100 S Ashland Ave Unit 211 Chicago,IL60607–Near West Side",1.0,1.0,1950,850.0,2.294117647058824,Single Family,75
636,"700 W Van Buren St Unit 001202 Chicago,IL60607–West Loop",1.0,1.0,2250,850.0,2.647058823529412,Single Family,94
637,"1000 W Washington Blvd 1000 W Washington Blvd,Chicago,IL60607–Fulton Market",2.0,2.0,2421,546.0,4.434065934065934,Single Family,82
638,"1311 W Randolph St Unit 209 Chicago,IL60607–Fulton Market",2.0,2.0,2919,930.0,3.138709677419355,Single Family,74
639,"933 W Van Buren St 933 W Van Buren St,Chicago,IL60607–West Loop",2.0,1.0,2295,400.0,5.7375,Single Family,82
640,"888 W Van Buren St Chicago,IL60607–West Loop",1.0,1.0,2388,625.0,3.8208,Single Family,86
641,"324 S Racine Ave Unit 3n Chicago,IL60607–Fulton Market",4.0,2.0,4195,1750.0,2.397142857142857,Other,76
642,"1155 W Madison St Unit 403 Chicago,IL60607–West Loop",1.0,1.0,2325,700.0,3.321428571428572,Single Family,77
643,"334 S Wells St Unit 811 Chicago,IL60606–Chicago Loop",1.0,1.0,1962,658.0,2.98176291793313,Single Family,100
644,"321 S Sangamon St Unit 408 Chicago,IL60607–Fulton Market",2.0,2.0,2900,1200.0,2.4166666666666665,Single Family,82
645,"Luxe on Madison 1222 W Madison St,Chicago,IL60607–West Loop",2.0,2.0,2096,522.0,4.015325670498084,Single Family,76
646,"1035 W Van Buren St Unit 1600.235976 Chicago,IL60607–West Loop",1.0,1.0,3344,816.0,4.098039215686274,Single Family,81
647,"842 W Adams St Unit #3 Chicago,IL60607–West Loop",2.0,1.5,2495,9999.0,0.2495249524952495,Single Family,88
650,"111 S Peoria St Unit 508 Chicago,IL60607–West Loop",2.0,2.0,4500,100.0,45.0,Single Family,88
652,"175 N Ada St 175 N Ada St,Chicago,IL60607–Fulton Market",2.0,2.0,2977,790.0,3.768354430379747,Single Family,72
653,"180 N Ada St Unit FL7-ID723 Chicago,IL60607–Fulton Market",1.0,1.0,3960,740.0,5.351351351351352,Single Family,72
654,"440 N Halsted St Unit 3A Chicago,IL60642–West Loop",3.0,3.5,6000,2400.0,2.5,Other,83
655,"1140 N Wells St Unit Level Suite #5.1341682 Chicago,IL60610–South Loop",1.0,1.0,10500,560.0,18.75,Single Family,97
658,"500 S Clinton St Chicago,IL60607–South Loop",2.0,2.0,2750,1300.0,2.1153846153846154,Single Family,98
659,"701 S Clark St Unit 1 Chicago,IL60605–South Loop",2.0,2.0,2849,944.0,3.018008474576271,Single Family,100
660,"1224 W Van Buren St 1224 W Van Buren St,Chicago,IL60607–West Loop",2.0,1.5,2400,900.0,2.6666666666666665,Single Family,74
661,"Sage 1044 W Van Buren St,Chicago,IL60607–West Loop",2.0,2.0,1893,428.0,4.422897196261682,Single Family,80
662,"Madison Throop Place 1237 W Madison,Chicago,IL60607–West Loop",3.0,2.0,2150,820.0,2.6219512195121952,Other,76
663,"6 S Laflin St Unit 403 Chicago,IL60607–West Loop",1.0,1.0,3095,966.0,3.2039337474120084,Single Family,76
664,"22 N Morgan St Unit 213 Chicago,IL60607–West Loop",1.0,1.0,3000,1600.0,1.875,Single Family,82
665,"354 N Union Ave Unit Deluxe One Bedroom Suite #2.1341719 Chicago,IL60661–West Loop",1.0,1.0,12000,700.0,17.142857142857142,Single Family,86
667,"235 W Van Buren St Unit 2210 Chicago,IL60607–Chicago Loop",1.0,1.0,1850,810.0,2.2839506172839505,Single Family,100
668,"354 N Union Ave Unit Junior Two Bedroom Suite #2.1341700 Chicago,IL60661–West Loop",2.0,2.0,14400,850.0,16.941176470588236,Single Family,86
669,"1140 N Wells St Unit Executive One Bedroom Suite #3.1341674 Chicago,IL60610–South Loop",1.0,1.0,12600,750.0,16.8,Single Family,97
670,"1342 W Hubbard St Unit 3R Chicago,IL60642–West Loop",2.0,1.0,1700,950.0,1.7894736842105263,Single Family,72
671,"1446 W Lexington St Unit 1 Chicago,IL60607–Little Italy",2.0,1.0,2100,1000.0,2.1,Single Family,71
672,"420 S Clinton St Unit 118 Chicago,IL60607–West Loop",2.0,1.5,2500,650.0,3.8461538461538463,Single Family,98
673,"1222 W Jackson Blvd Unit 520 Chicago,IL60607–West Loop",1.0,1.0,1945,403.0,4.826302729528536,Single Family,77
674,"1140 N Wells St Unit Deluxe One Bedroom Suite #5.1341669 Chicago,IL60610–South Loop",1.0,1.0,12000,700.0,17.142857142857142,Single Family,97
675,"939 W Madison St Chicago,IL60607–West Loop",2.0,2.0,3200,1300.0,2.4615384615384617,Single Family,85
677,"16 S Aberdeen St Unit 1 Chicago,IL60607–West Loop",3.0,2.5,5000,1800.0,2.7777777777777777,Other,79
679,"1155 W Roosevelt Rd Unit 202 Chicago,IL60608–University Village",2.0,2.0,2200,1116.0,1.971326164874552,Single Family,69
680,"6 S Laflin St Unit 710 Chicago,IL60607–West Loop",2.0,2.0,3500,1100.0,3.1818181818181817,Single Family,75
682,"737 W Washington Blvd Unit 1304 Chicago,IL60661–Fulton Market",2.0,2.0,2985,1390.0,2.147482014388489,Single Family,92
