,Address,Bedrooms,Bathrooms,Rent,Total Area,Price per sqft,Type of house,Transit Score
167,"1 br, 1.5 bath House - 737 W Washington #806 737 W Washington Blvd,Chicago,IL60661–Fulton Market",1.0,1.5,2500,1040.0,2.4038461538461537,Single Family,92
168,"1140 N Wells St Unit Executive One Bedroom Suite #1.1341672 Chicago,IL60610–South Loop",1.0,1.0,12600,750.0,16.8,Single Family,97
170,"1306 W Fillmore St Unit 3 Chicago,IL60607–Little Italy",2.0,2.5,3600,2000.0,1.8,Single Family,68
171,"235 W Van Buren St Unit 2122 Chicago,IL60607–Chicago Loop",2.0,2.0,2400,1100.0,2.1818181818181817,Single Family,100
172,"The Elle Apartments 801 S Financial Pl,Chicago,IL60605–South Loop",3.0,3.0,1940,466.0,4.163090128755365,Other,100
173,"1035 W Van Buren St Unit FL21-ID753 Chicago,IL60607–West Loop",1.0,1.0,3150,739.0,4.2625169147496615,Single Family,85
174,"1224 W Jackson Blvd Unit 520 Chicago,IL60607–West Loop",1.0,1.0,1945,489.0,3.9775051124744376,Single Family,76
175,"717 W Madison St Unit 1308 Chicago,IL60661–West Loop",1.0,1.0,3251,735.0,4.42312925170068,Single Family,93
176,"948 W Madison St Unit 5NW Chicago,IL60607–West Loop",2.0,2.0,3200,1100.0,2.909090909090909,Single Family,84
179,"723 S Wells St 723 S Wells St,Chicago,IL60607–South Loop",2.0,2.0,1789,448.0,3.993303571428572,Single Family,100
181,"1380 W Randolph St 1380 W Randolph St,Chicago,IL60607–Fulton Market",2.0,2.0,2355,562.0,4.190391459074733,Single Family,72
182,"842 W Adams St Unit 3 Chicago,IL60607–West Loop",2.0,1.5,2495,1000.0,2.495,Single Family,88
183,"903 S Ashland Ave Unit FL2-ID720 Chicago,IL60607–Little Italy",1.0,1.0,2590,624.0,4.1506410256410255,Single Family,70
184,"AMLI 900 900 S Clark St,Chicago,IL60605–South Loop",3.0,2.0,1818,497.0,3.657947686116701,Other,100
185,"365 N Halsted St Unit 1107.341030 Chicago,IL60654–West Loop",1.0,1.0,2292,515.0,4.450485436893204,Single Family,86
186,"180 N Ada St Unit FL11-ID485 Chicago,IL60607–Fulton Market",1.0,1.0,3790,740.0,5.121621621621622,Single Family,72
188,"334 S Wells St Unit 1005 Chicago,IL60606–Chicago Loop",1.0,1.0,2174,658.0,3.303951367781155,Single Family,100
189,"213 N Racine Ave 213 N Racine Ave,Chicago,IL60607–Fulton Market",2.0,2.0,3375,1116.0,3.024193548387097,Single Family,75
190,"939 W Washington Blvd Unit FL7-ID234 Chicago,IL60607–Fulton Market",1.0,1.0,3000,486.0,6.172839506172839,Single Family,87
191,"355 N Halsted St 355 N Halsted St,Chicago,IL60661–West Loop",2.0,2.0,2114,488.0,4.331967213114754,Single Family,86
192,"The Lofts at Gin Alley 120 N Green St,Chicago,IL60607–Fulton Market",3.0,2.0,4036,275.0,14.676363636363636,Other,85
193,"730 W Randolph St 730 W Randolph St,Chicago,IL60661–Fulton Market",2.0,2.0,2905,853.0,3.405627198124267,Single Family,90
194,"612 S Loomis St 612 S Loomis St,Chicago,IL60607–Little Italy",4.0,2.0,3650,975.0,3.743589743589744,Other,70
195,"180 N Ada St Unit FL12-ID724 Chicago,IL60607–Fulton Market",1.0,1.0,2620,423.0,6.193853427895981,Single Family,72
196,"1011 S Delano Ct E Unit W523 Chicago,IL60605–South Loop",2.0,2.0,2983,1000.0,2.983,Single Family,100
197,"1308 W Fillmore St Unit 1 Chicago,IL60607–Little Italy",3.0,3.0,3300,2100.0,1.5714285714285714,Other,68
198,"701 S Wells St Unit 1405 Chicago,IL60607–South Loop",2.0,2.0,2975,1295.0,2.2972972972972974,Single Family,100
199,"732 S Financial Pl Unit 708 Chicago,IL60605–South Loop",2.0,2.0,2450,100.0,24.5,Single Family,100
200,"910 W Madison St Unit 405 Chicago,IL60607–Fulton Market",1.0,1.0,2300,800.0,2.875,Single Family,85
201,"1446 W Lexington St Unit 1 Chicago,IL60607–Little Italy",2.0,1.0,2100,950.0,2.210526315789474,Single Family,71
205,"800 S Clark St Unit 1 Chicago,IL60605–South Loop",1.0,1.0,2649,745.0,3.5557046979865774,Single Family,100
206,"Onni Fulton Market 354 N Union Ave,Chicago,IL60661–West Loop",3.0,2.0,2114,488.0,4.331967213114754,Other,85
207,"1140 N Wells St Unit Level Suite #2.1341679 Chicago,IL60610–South Loop",1.0,1.0,10500,560.0,18.75,Single Family,97
208,"700 W Van Buren St Unit 706 Chicago,IL60607–West Loop",2.0,2.0,3200,1100.0,2.909090909090909,Single Family,94
209,"400 S Green St Unit 312 Chicago,IL60607–West Loop",1.0,1.0,2450,900.0,2.7222222222222223,Single Family,86
210,"Large Bright 1 Bed w/ Parking + In unit WD... 125 S Green St,Chicago,IL60607–Fulton Market",1.0,1.0,2500,800.0,3.125,Single Family,90
211,"907 W Madison St Unit 1 Chicago,IL60607–West Loop",1.0,1.0,2690,765.0,3.5163398692810457,Single Family,87
212,"939 W Washington Blvd Unit FL9-ID244 Chicago,IL60607–Fulton Market",1.0,1.0,3010,486.0,6.193415637860082,Single Family,87
213,"1019 W Jackson Blvd Unit 2F Chicago,IL60607–West Loop",1.0,1.0,2597,765.0,3.3947712418300653,Single Family,82
214,"331 S Green St 331 S Green St,Chicago,IL60607–Fulton Market",1.0,1.0,2323,510.0,4.5549019607843135,Single Family,88
215,"222 S Racine Ave Unit 302 Chicago,IL60607–West Loop",2.0,2.0,3199,1300.0,2.460769230769231,Single Family,79
216,"1215 W Fulton Market Unit 32 Chicago,IL60607–Chicago",1.0,1.0,2200,815.0,2.6993865030674846,Single Family,75
217,"1140 N Wells St Unit Level Suite #3.1341680 Chicago,IL60610–South Loop",1.0,1.0,10500,560.0,18.75,Single Family,97
218,"854 S Clark St Unit CLARK-319 Chicago,IL60605–South Loop",1.0,1.0,1980,522.0,3.793103448275862,Single Family,100
219,"Landmark West Loop 1035 W Van Buren St,Chicago,IL60607–West Loop",3.0,3.0,1995,499.0,3.997995991983968,Other,80
222,"6 S Laflin St Unit 710 Chicago,IL60607–West Loop",2.0,2.0,3500,1100.0,3.1818181818181817,Single Family,75
224,"1000 W Washington Blvd 1000 W Washington Blvd,Chicago,IL60607–Fulton Market",3.0,3.0,3250,1451.0,2.2398345968297724,Other,82
226,"1140 N Wells St Unit Deluxe Two Bedroom Suite #5.1341696 Chicago,IL60610–South Loop",2.0,2.0,16500,1000.0,16.5,Single Family,97
228,"1335 W Taylor St 1335 W Taylor St,Chicago,IL60607–Little Italy",4.0,2.0,4000,2200.0,1.818181818181818,Other,69
232,"1075 W Roosevelt Rd Unit 309 Chicago,IL60608–University Village",2.0,2.0,2500,1264.0,1.9778481012658229,Single Family,69
233,"1453 W Flournoy St Unit 1 Chicago,IL60607–University Village",2.0,1.0,1850,900.0,2.055555555555556,Single Family,71
234,"1061 W Jackson Blvd 1061 W Jackson Blvd,Chicago,IL60607–West Loop",2.0,1.0,2395,684.0,3.5014619883040936,Single Family,80
235,"1311 W Randolph St Unit 209 Chicago,IL60607–Fulton Market",2.0,2.0,2666,930.0,2.8666666666666667,Single Family,73
236,"354 N Union Ave Unit Deluxe Two Bedroom Suite #5.1341716 Chicago,IL60661–West Loop",2.0,2.0,16500,1000.0,16.5,Single Family,86
237,"1225 W Cottage Plz Chicago,IL60607–West Loop",3.0,3.0,3950,1850.0,2.135135135135135,Other,75
238,"23 N Racine Ave Unit 406 Chicago,IL60607–Fulton Market",2.0,2.0,3400,1600.0,2.125,Single Family,76
239,"1450 W Randolph St Unit 1 Chicago,IL60607–West Loop",2.0,2.0,3779,1111.0,3.4014401440144013,Single Family,73
240,"1500 W Monroe St Unit 00515 Chicago,IL60607–West Loop",1.0,1.0,2000,900.0,2.2222222222222223,Single Family,75
241,"1222 W Jackson Blvd Unit 617 Chicago,IL60607–West Loop",1.0,1.0,2603,762.0,3.416010498687664,Single Family,77
244,"910 W Madison St Unit 809 Chicago,IL60607–West Loop",1.0,1.0,2300,910.0,2.527472527472528,Single Family,87
245,"333 N Green St 333 N Green St,Chicago,IL60607–Fulton Market",1.0,1.0,2114,488.0,4.331967213114754,Single Family,84
246,"411 N Halsted St 411 N Halsted St,Chicago,IL60642–West Loop",2.0,2.0,2114,488.0,4.331967213114754,Single Family,85
247,"235 W Van Buren St 235 W Van Buren St,Chicago,IL60607–Chicago Loop",2.0,2.0,1975,710.0,2.7816901408450705,Single Family,100
248,"851 W Madison St Unit 409S Chicago,IL60607–West Loop",1.0,1.0,2955,725.0,4.075862068965518,Single Family,87
249,"740 W Fulton St Unit 01209 Chicago,IL60661–Fulton Market",2.0,2.0,3200,1050.0,3.0476190476190474,Single Family,84
250,"100 S Ashland Ave Unit 211 Chicago,IL60612–Near West Side",1.0,1.0,1950,850.0,2.294117647058824,Single Family,75
251,"935 W Randolph St Unit PH Chicago,IL60607–Fulton Market",3.0,2.5,7500,2500.0,3.0,Other,83
252,"1518 W Monroe St Unit 009 Chicago,IL60607–West Loop",1.0,1.0,2100,531.0,3.9548022598870056,Single Family,75
254,"933 W Van Buren St Unit 00816 Chicago,IL60607–West Loop",2.0,2.0,3200,1211.0,2.642444260941371,Single Family,82
256,"River City 800 S Wells St,Chicago,IL60607–South Loop",4.0,3.5,1769,567.0,3.119929453262787,Other,100
257,"232 S Halsted St Unit 1406 Chicago,IL60661–West Loop",2.0,2.0,3492,1005.0,3.4746268656716417,Single Family,89
258,"1061 W Van Buren St Unit S Chicago,IL60607–West Loop",1.0,1.0,2005,550.0,3.6454545454545455,Single Family,80
259,"842 W Adams St Unit 003A Chicago,IL60607–West Loop",2.0,1.5,2495,1200.0,2.0791666666666666,Single Family,88
260,"100 S Ashland Ave Unit 211 Chicago,IL60607–Near West Side",1.0,1.0,1950,850.0,2.294117647058824,Single Family,75
261,"1360 W Hubbard St Unit 3w Chicago,IL60642–West Loop",3.0,2.0,4950,1680.0,2.946428571428572,Other,73
262,"235 W Van Buren St Unit 2515 Chicago,IL60607–Chicago Loop",2.0,2.0,2995,1031.0,2.9049466537342385,Single Family,100
263,"779 W Adams St 779 W Adams St,Chicago,IL60661–West Loop",2.0,2.0,2557,596.0,4.290268456375839,Single Family,85.0
265,"100 S Ashland Ave Unit 211 Chicago,IL60607–Near West Side",1.0,1.0,1950,850.0,2.294117647058824,Single Family,75
266,"241 W Harrison St Unit 207-1403 Chicago,IL60607–South Loop",2.0,2.0,3757,1208.0,3.1100993377483444,Single Family,100
267,"The Reed 234 W Polk St,Chicago,IL60607–South Loop",3.0,2.0,2170,544.0,3.988970588235294,Other,100
268,"215 N Aberdeen St Unit #605b Chicago,IL60607–Fulton Market",1.0,1.0,2500,850.0,2.9411764705882355,Single Family,79
269,"905 S Laflin St Unit 2 Chicago,IL60607–Little Italy",3.0,1.0,2395,850.0,2.8176470588235296,Other,70
270,"700 W Van Buren St Unit 1202 Chicago,IL60607–West Loop",1.0,1.0,2250,850.0,2.647058823529412,Single Family,94
271,"1404 W Randolph St Unit 0802 Chicago,IL60607–Fulton Market",2.0,2.0,3998,1078.0,3.7087198515769946,Single Family,73
272,"800 S Clark St Unit 811 Chicago,IL60605–South Loop",3.0,2.0,3809,1385.0,2.7501805054151625,Other,100
273,"1446 W Lexington St Unit 1 Chicago,IL60607–Little Italy",2.0,1.0,2650,100.0,26.5,Single Family,71
274,"1222 W Hubbard St Unit 1R Chicago,IL60642–West Loop",2.0,2.0,2200,950.0,2.3157894736842106,Single Family,74
275,"1364 W Randolph St Unit 5D Chicago,IL60607–Fulton Market",1.0,1.0,2680,710.0,3.774647887323944,Single Family,73
277,"1035 W Van Buren St Unit FL10-ID522 Chicago,IL60607–West Loop",1.0,1.0,2940,739.0,3.9783491204330175,Single Family,85
278,"1364 W Randolph St Unit 010 Chicago,IL60607–Fulton Market",1.0,1.0,2437,748.0,3.258021390374332,Single Family,73
279,"700 S Clark St Unit 801 Chicago,IL60605–South Loop",1.0,1.0,2230,750.0,2.973333333333333,Single Family,100
281,"1040 W Adams St Unit 216 Chicago,IL60607–West Loop",1.0,1.0,2400,900.0,2.6666666666666665,Single Family,81
283,"732 S Financial Pl Unit 318 Chicago,IL60605–South Loop",1.0,1.0,1950,980.0,1.989795918367347,Single Family,100
285,"1001 W Washington Blvd Unit 1 Chicago,IL60607–Fulton Market",1.0,1.0,3339,702.0,4.756410256410256,Single Family,82
287,"1140 N Wells St Unit Junior Two Bedroom Suite #3.1341687 Chicago,IL60610–South Loop",2.0,2.0,14400,850.0,16.941176470588236,Single Family,97
288,"400 S Green St Unit 401 Chicago,IL60607–West Loop",2.0,1.0,3200,1450.0,2.206896551724138,Single Family,86
289,"763 W Adams St Unit S-10 Chicago,IL60661–West Loop",1.0,1.0,1945,565.0,3.4424778761061945,Single Family,92
290,"842 W Adams St Unit 3 Chicago,IL60607–West Loop",2.0,1.5,2495,1100.0,2.268181818181818,Single Family,88
291,"1645 W Ogden Ave 1645 W Ogden Ave,Chicago,IL60612–Near West Side",3.0,2.0,1700,622.0,2.733118971061093,Other,76
292,"235 W Van Buren St 235 W Van Buren St,Chicago,IL60607–Chicago Loop",2.0,2.0,1950,950.0,2.0526315789473686,Single Family,100
293,"733 S Wells St 733 S Wells St,Chicago,IL60607–South Loop",2.0,2.0,2510,908.0,2.76431718061674,Single Family,100
294,"111 S Morgan St Unit 620 Chicago,IL60607–West Loop",1.0,1.0,2400,760.0,3.1578947368421053,Single Family,86
295,"235 W Van Buren St Unit 3822 Chicago,IL60607–Chicago Loop",2.0,2.0,2800,1100.0,2.5454545454545454,Single Family,100
297,"701 W Jackson Blvd Unit 301.1203675 Chicago,IL60661–West Loop",2.0,2.0,3250,1224.0,2.6552287581699345,Single Family,94
300,"330 S Wells St Unit FL16-ID693 Chicago,IL60606–Chicago Loop",1.0,1.0,2840,600.0,4.733333333333333,Single Family,100
301,"1061 W Van Buren St 1061 W Van Buren St,Chicago,IL60607–West Loop",1.0,1.0,2175,550.0,3.954545454545455,Single Family,80
302,"1446 W Lexington St Unit 2 Chicago,IL60607–Little Italy",2.0,1.0,2300,1100.0,2.090909090909091,Single Family,71
303,"1407 S Halsted St Unit 1A Chicago,IL60607–University Village",2.0,2.0,2200,1100.0,2.0,Single Family,64
304,"14 N Peoria St Unit 616 Chicago,IL60607–Fulton Market",1.0,1.0,2627,732.0,3.58879781420765,Single Family,87
305,"1400 W Randolph St Unit 1001 Chicago,IL60607–Chicago",1.0,1.0,2669,720.0,3.706944444444445,Single Family,73
306,"700 W Van Buren St Unit 1202 Chicago,IL60607–West Loop",1.0,1.0,2250,850.0,2.647058823529412,Single Family,94
308,"1301 W Madison St Unit 608 Chicago,IL60607–West Loop",2.0,2.0,3950,1500.0,2.6333333333333333,Single Family,73
309,"365 N Halsted St Unit 1413.373149 Chicago,IL60654–West Loop",1.0,1.0,2374,481.0,4.935550935550936,Single Family,86
311,"1140 N Wells St Unit Junior Two Bedroom Suite #2.1341686 Chicago,IL60610–South Loop",2.0,2.0,14400,850.0,16.941176470588236,Single Family,97
312,"1459 W Lexington St Unit 1W Chicago,IL60607–Little Italy",3.0,1.5,2700,998.0,2.7054108216432864,Other,72
313,"911 S Miller St Unit G Chicago,IL60607–University Village",2.0,2.0,2600,1285.0,2.023346303501945,Single Family,74
314,"1 br, 1.5 bath Condo - 901 W Madison St 901 W Madison St,Chicago,IL60607–Fulton Market",1.0,1.5,2500,877.0,2.8506271379703536,Single Family,88
316,"1311 W Randolph St 1311 W Randolph St,Chicago,IL60607–Fulton Market",2.0,2.0,2285,562.0,4.065836298932385,Single Family,74
319,"1400 W Randolph St Unit 1501 Chicago,IL60607–Chicago",3.0,2.5,5428,1279.0,4.243940578577013,Other,73
320,"123 S Green St Unit 910B Chicago,IL60607–West Loop",1.0,1.0,2300,800.0,2.875,Single Family,90
322,"1035 W Van Buren St Unit 3009.550393 Chicago,IL60607–West Loop",1.0,1.0,2600,500.0,5.2,Single Family,81
323,"1220 W Jackson Blvd. 1220 W Jackson Blvd,Chicago,IL60607–West Loop",2.0,2.0,1858,403.0,4.610421836228288,Single Family,75
324,"948 W Madison St Unit 5NW Chicago,IL60607–West Loop",2.0,2.0,3200,1025.0,3.1219512195121952,Single Family,84
326,"16 S Aberdeen St Unit #  01 Chicago,IL60607–West Loop",3.0,2.5,5000,9999.0,0.5000500050005,Other,79
327,"365 N Halsted St Unit 2015.359390 Chicago,IL60654–West Loop",1.0,1.0,2969,681.0,4.359765051395008,Single Family,86
328,"123 S Green St Unit 1109 Chicago,IL60607–Fulton Market",1.0,1.0,2550,780.0,3.269230769230769,Single Family,90
329,"1056 W Van Buren St 1056 W Van Buren St,Chicago,IL60607–West Loop",3.0,2.0,2425,500.0,4.85,Other,80
331,"354 N Union Ave Unit Junior Two Bedroom Suite #5.1341703 Chicago,IL60661–West Loop",2.0,2.0,14400,850.0,16.941176470588236,Single Family,86
332,"1155 W Roosevelt Rd Unit 202 Chicago,IL60608–University Village",2.0,2.0,2200,1116.0,1.971326164874552,Single Family,69
333,"Bright and spacious 3 bedroom / 2.5 bathro... 16 S Aberdeen St,Chicago,IL60607–West Loop",3.0,2.5,5000,2000.0,2.5,Other,79
336,"625 W Jackson Blvd Unit 808 Chicago,IL60661–West Loop",2.0,2.0,2600,1300.0,2.0,Single Family,98
337,"700 S Clark St 700 S Clark St,Chicago,IL60605–South Loop",2.0,2.0,2316,735.0,3.1510204081632653,Single Family,100
338,"851 W Madison St Unit 1707-08S Chicago,IL60607–West Loop",3.0,2.0,6038,1593.0,3.790332705586943,Other,87
339,"1500 W Monroe St Unit 503 Chicago,IL60607–West Loop",2.0,2.0,2800,1200.0,2.333333333333333,Single Family,75
340,"611 S Wells St 611 S Wells St,Chicago,IL60607–South Loop",2.0,2.0,2000,700.0,2.857142857142857,Single Family,100
341,"1 N Halsted St 1 N Halsted St,Chicago,IL60661–Fulton Market",3.0,2.0,2104,490.0,4.293877551020408,Other,92
342,"Madison at Racine 1164-1212 W Madison St,Chicago,IL60607–West Loop",2.0,2.0,2357,568.0,4.149647887323944,Single Family,77
343,"100 S Ashland Ave Unit 211 Chicago,IL60607–Near West Side",1.0,1.0,1950,850.0,2.294117647058824,Single Family,75
344,"939 W Washington Blvd Unit FL6-ID205 Chicago,IL60607–Fulton Market",1.0,1.0,2990,486.0,6.152263374485597,Single Family,87
345,"1338 W Fillmore St Unit A Chicago,IL60607–University Village",2.0,1.0,2300,1200.0,1.9166666666666667,Single Family,69
346,"1140 N Wells St Unit Deluxe One Bedroom Suite #3.1341667 Chicago,IL60610–South Loop",1.0,1.0,12000,700.0,17.142857142857142,Single Family,97
347,"933 W Van Buren St Unit 307 Chicago,IL60607–West Loop",2.0,2.0,2650,1300.0,2.0384615384615383,Single Family,83
348,"851 W Madison St Unit 714N Chicago,IL60607–West Loop",2.0,2.0,4446,1128.0,3.941489361702128,Single Family,87
349,"440 N Halsted St Unit 03A Chicago,IL60642–West Loop",3.0,3.5,7000,2400.0,2.9166666666666665,Other,82
350,"842 W Adams St Unit 3 Chicago,IL60607–West Loop",2.0,1.5,2495,1000.0,2.495,Single Family,88
351,"770 W Gladys Ave Unit 307 Chicago,IL60661–West Loop",1.0,1.0,2850,750.0,3.8,Single Family,92
352,"111 S Morgan St Unit 520 Chicago,IL60607–Fulton Market",1.0,1.0,2400,800.0,3.0,Single Family,86
354,"1140 N Wells St Unit Deluxe Two Bedroom Suite #4.1341695 Chicago,IL60610–South Loop",2.0,2.0,16500,1000.0,16.5,Single Family,97
355,"330 S Wells St Unit FL16-ID668 Chicago,IL60606–Chicago Loop",1.0,1.0,2890,622.0,4.646302250803859,Single Family,100
356,"Roosevelt Collection Lofts 150 W Roosevelt Rd,Chicago,IL60605–South Loop",2.0,2.0,2393,759.0,3.152832674571805,Single Family,98
357,"23 N Racine Ave Unit 434 Chicago,IL60607–Fulton Market",3.0,2.0,5500,2500.0,2.2,Other,76
358,"The Duncan 1515 W Monroe St,Chicago,IL60607–West Loop",1.0,1.0,1565,338.0,4.6301775147929,Single Family,75
359,"1340 W Madison St Unit 3W Chicago,IL60607–West Loop",1.0,1.0,2950,1500.0,1.9666666666666663,Single Family,73
360,"354 N Union Ave Unit Deluxe Two Bedroom Suite #6.1341717 Chicago,IL60661–West Loop",2.0,2.0,16500,1000.0,16.5,Single Family,86
361,"842 W Adams St Unit 003T Chicago,IL60607–West Loop",2.0,1.25,2495,1200.0,2.0791666666666666,Single Family,88
362,"1446 W Lexington St Unit 2 Chicago,IL60607–Little Italy",2.0,1.0,2300,1000.0,2.3,Single Family,71
363,"842 W Adams St Unit 3 Chicago,IL60607–West Loop",2.0,1.5,2495,1000.0,2.495,Single Family,88
364,"180 N Ada St Unit FL8-ID491 Chicago,IL60607–Fulton Market",1.0,1.0,2860,533.0,5.365853658536586,Single Family,72
365,"720 N Milwaukee Ave Unit 1309 Chicago,IL60642–University Village",2.0,2.0,3850,969.0,3.9731682146542826,Single Family,78
366,"1151 W Washington Blvd 1151 W Washington Blvd,Chicago,IL60607–Fulton Market",3.0,2.0,2680,900.0,2.977777777777778,Other,78
367,"834 W Monroe St Unit 714S Chicago,IL60607–West Loop",1.0,1.0,3269,880.0,3.7147727272727273,Single Family,86
368,"400 S Green St Unit 312 Chicago,IL60607–West Loop",1.0,1.0,2450,1000.0,2.45,Single Family,89
369,"1056 W Van Buren St Unit 2810 Chicago,IL60607–West Loop",1.0,1.0,2660,700.0,3.8,Single Family,80
370,"1014 W Monroe St Unit 2 Chicago,IL60607–Chicago",2.0,2.0,3500,1300.0,2.6923076923076925,Single Family,84
371,"180 N Ada St Unit FL7-ID722 Chicago,IL60607–Fulton Market",1.0,1.0,3790,691.0,5.4848046309696095,Single Family,72
372,"1040 W Adams St 1040 W Adams St,Chicago,IL60607–West Loop",1.0,1.0,2500,900.0,2.7777777777777777,Single Family,81
373,"110 N Peoria St Unit 408 Chicago,IL60607–Fulton Market",1.0,1.0,3026,715.0,4.232167832167832,Single Family,87
374,"1306 W Fillmore St Unit 2 Chicago,IL60607–Little Italy",2.0,2.5,3600,2000.0,1.8,Single Family,68
375,"917 W Madison St Unit 1 Chicago,IL60607–West Loop",1.0,1.0,2300,796.0,2.8894472361809047,Single Family,88
376,"The Parker Fulton Market 730 W Couch Pl,Chicago,IL60661–Fulton Market",3.0,2.5,2000,522.0,3.8314176245210727,Other,87
377,"1140 N Wells St Unit Deluxe Two Bedroom Suite #2.1341693 Chicago,IL60610–South Loop",2.0,2.0,16500,1000.0,16.5,Single Family,97
378,"150 N Aberdeen St Chicago,IL60607–Fulton Market",2.0,2.0,4400,1163.0,3.783319002579536,Single Family,78
379,"740 W Fulton St Unit 513 Chicago,IL60661–Fulton Market",2.0,2.0,3800,1391.0,2.731847591660676,Single Family,86
380,"948 W Madison St Unit 005NW Chicago,IL60607–West Loop",2.0,2.0,3200,1025.0,3.1219512195121952,Single Family,84
381,"1446 W Lexington St Unit 1 Chicago,IL60607–Little Italy",2.0,1.0,2100,1000.0,2.1,Single Family,71
382,"1140 N Wells St Unit Deluxe One Bedroom Suite #6.1341670 Chicago,IL60610–South Loop",1.0,1.0,12000,700.0,17.142857142857142,Single Family,97
383,"2 br, 2.5 bath Duplex - City Flats Chicago... 1306 W Fillmore St,Chicago,IL60607–Little Italy",2.0,2.5,3600,2020.0,1.7821782178217822,Single Family,68
384,"14 N Sangamon St Unit 307 Chicago,IL60607–West Loop",2.0,2.0,3000,1150.0,2.608695652173913,Single Family,85
386,"1162 W Hubbard St Unit 201 Chicago,IL60642–West Loop",3.0,2.0,4500,2000.0,2.25,Other,76
387,"907 W Madison St Unit 2102 Chicago,IL60607–West Loop",2.0,2.0,4641,1070.0,4.337383177570094,Single Family,87
388,"200 S Halsted St 200 S Halsted St,Chicago,IL60661–West Loop",2.0,2.0,2026,510.0,3.9725490196078432,Single Family,90
390,"235 W Van Buren St Unit 2203 Chicago,IL60607–Chicago Loop",2.0,2.0,2400,1200.0,2.0,Single Family,100
391,"1035 W Van Buren St Unit 1909.6483 Chicago,IL60607–West Loop",1.0,1.0,2600,514.0,5.058365758754864,Single Family,81
392,"1355 W Fulton St Unit 1a Chicago,IL60607–Fulton Market",1.0,1.0,2434,581.0,4.189328743545611,Single Family,71
393,"842 W Adams St Unit 3 Chicago,IL60607–West Loop",2.0,1.5,2495,1600.0,1.559375,Single Family,88
394,"732 S Financial Pl Unit 212 Chicago,IL60605–South Loop",2.0,2.0,3073,1130.0,2.7194690265486727,Single Family,100
395,"The Regal Apartments 651 S Wells St,Chicago,IL60607–South Loop",3.0,2.5,1662,644.0,2.580745341614907,Other,100
396,"400 S Green St Unit 310 Chicago,IL60607–West Loop",3.0,3.0,6000,2800.0,2.142857142857143,Other,86
397,"1327 W Fillmore St Unit 1F Chicago,IL60607–University Village",4.0,3.0,3200,1600.0,2.0,Other,68
398,"717 W Madison St Unit 3806 Chicago,IL60661–West Loop",3.0,2.0,6404,1550.0,4.131612903225807,Other,93
399,"801 S Wells St Unit 1003 Chicago,IL60607–South Loop",1.0,1.0,2300,1350.0,1.7037037037037035,Single Family,100
400,"717 S Wells St Unit 1 Chicago,IL60607–South Loop",3.0,2.0,4639,1400.0,3.3135714285714286,Other,100
401,"1140 N Wells St Unit Junior Two Bedroom Suite #4.1341688 Chicago,IL60610–South Loop",2.0,2.0,14400,850.0,16.941176470588236,Single Family,97
402,"420 S Clinton St Unit 118 Chicago,IL60607–West Loop",2.0,1.5,2850,1000.0,2.85,Single Family,98
403,"932 W Washington Blvd Unit 105 Chicago,IL60607–Fulton Market",1.0,1.0,2449,750.0,3.2653333333333334,Single Family,84
404,"1140 N Wells St Unit Deluxe Two Bedroom Suite #1.1341692 Chicago,IL60610–South Loop",2.0,2.0,16500,1000.0,16.5,Single Family,97
405,"914 W Hubbard St Unit 101 Chicago,IL60642–West Loop",1.0,1.0,2150,900.0,2.388888888888889,Single Family,79
406,"948 W Madison St 948 W Madison St,Chicago,IL60607–West Loop",3.0,3.0,2150,578.0,3.7197231833910034,Other,84
407,"1200 W Monroe St Unit 820 Chicago,IL60607–Fulton Market",2.0,2.0,3400,1345.0,2.527881040892193,Single Family,77
408,"700 W Van Buren St Unit 1202 Chicago,IL60607–West Loop",1.0,1.0,2250,850.0,2.647058823529412,Single Family,94
409,"701 S Wells St 701 S Wells St,Chicago,IL60607–South Loop",2.0,2.0,1858,559.0,3.323792486583184,Single Family,100
410,"321 S Sangamon St Unit 408 Chicago,IL60607–Fulton Market",2.0,2.0,2900,1200.0,2.4166666666666665,Single Family,82
411,"733 S Wells St 733 S Wells St,Chicago,IL60607–South Loop",2.0,2.0,1999,466.0,4.289699570815451,Single Family,100
415,"2 br, 2 bath Condo - 1347 W Washington Blvd 1347 W Washington Blvd,Chicago,IL60607–Fulton Market",2.0,2.0,2900,1300.0,2.230769230769231,Single Family,73
416,"175 N Ada St Unit 1310 Chicago,IL60607–Fulton Market",1.0,1.0,1871,423.0,4.423167848699763,Single Family,72
418,"25 S Halsted St Unit 1 Chicago,IL60661–West Loop",1.0,1.0,1859,550.0,3.38,Single Family,92
420,"823 W Madison St Unit 1 Chicago,IL60607–West Loop",1.0,1.0,3316,735.0,4.51156462585034,Single Family,90
422,"Milieu 205 S Peoria,Chicago,IL60607–West Loop",2.0,2.0,2217,561.0,3.9518716577540105,Single Family,88
423,"842 W Adams St Unit 3 Chicago,IL60607–West Loop",2.0,1.5,2495,100.0,24.95,Single Family,88
424,"527 S Wells St 527 S Wells St,Chicago,IL60607–South Loop",2.0,2.0,1810,551.0,3.2849364791288567,Single Family,100
425,"1306 W Fillmore St Unit 2 Chicago,IL60607–Little Italy",2.0,2.5,3600,2000.0,1.8,Single Family,68
